rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_rostralmiddlefrontal
688.4366149902344,580.3783386570498,659.393798828125,551.4189778645833
683.1681518554688,578.9538735732394,662.2171630859375,540.9924550374349
674.1460571289062,574.4338161287866,655.15478515625,534.464603805542
674.5668334960938,576.1546413240991,660.5651245117188,532.8242270151774
659.6327514648438,574.2047476170787,656.230712890625,531.6198842366537
656.2572326660156,566.441744578582,660.5863647460938,526.6504378000895
648.6668090820312,570.6698240317342,655.410400390625,528.751708984375
655.3016357421875,573.4845864128602,656.7628784179688,529.0407735188802
663.0239868164062,572.4033116417675,656.2849731445312,530.6186640421549
659.227783203125,575.925966820677,655.1409301757812,534.2899504343669
662.3515319824219,575.699810569997,656.6834106445312,530.5095602671305
665.1031494140625,576.6117747527311,655.7738647460938,526.4082350413005
657.9153137207031,576.8371365262938,659.633544921875,530.6432512919108
662.1480102539062,576.8938094540226,656.9542236328125,528.2144958496094
660.8046264648438,579.2630281156152,658.936279296875,529.2664328257243
661.7960510253906,573.1066212773655,660.01513671875,520.8758102416992
658.8680114746094,571.4666106242655,654.3873291015625,525.1679112752279
654.5929260253906,572.4727013038062,659.4102783203125,527.3584093729655
659.565673828125,571.6988018747824,659.6724853515625,520.6882893880208
659.2203369140625,575.8693443872138,665.8026123046875,525.3378484090169
648.3295593261719,574.667532493145,654.8819580078125,527.2724014282227
648.0223999023438,573.8744449881126,652.8688354492188,528.6063304901123
647.9704284667969,570.3998740363586,656.0090942382812,531.3879222869873
645.5236206054688,569.1511632552719,651.087646484375,523.5499491373698
649.8064270019531,575.0044366098048,657.0711669921875,530.3100456237793
654.60205078125,574.440990139847,658.6435546875,530.5751973470052
659.0015258789062,572.8927709212875,654.098388671875,526.5211088816325
664.6869506835938,577.6383867609136,657.3456420898438,529.1212996164958
680.83984375,574.6020085326809,658.3881225585938,522.1736103057862
666.1307678222656,572.0214989962352,657.757568359375,525.9970244089762
651.5392761230469,570.2421797643465,657.9480590820312,525.7734382629394
656.0969543457031,571.3915142601247,657.2653198242188,514.7525043487549
645.238525390625,572.179135973407,654.4539794921875,520.5784698486328
652.09814453125,571.6276148209,657.2787475585938,519.7304167429606
654.0564270019531,567.0502138270641,661.33837890625,514.4500956217448
649.5042724609375,573.4581440790118,661.1796875,526.1098466237386
662.796142578125,572.8706688841073,653.5496826171875,522.9607814788818
665.9243774414062,576.2388555585176,661.027587890625,529.0799476623536
670.5621643066406,567.1179268924639,653.7945556640625,520.6467224121094
660.6604309082031,570.1653915872813,657.6557006835938,517.2837701161702
654.4309692382812,569.5453805737509,653.79833984375,519.9656063079834
659.5202331542969,567.6717404336318,655.9288330078125,516.9924276987712
651.51904296875,571.9305854308571,653.6887817382812,520.2894837697347
643.0504150390625,568.399316559263,661.692626953125,519.9400389353434
645.0999450683594,570.8172456959164,654.450439453125,521.3640177408854
651.4031982421875,574.7310932977618,655.1544799804688,526.0527205149333
656.3705444335938,575.2388299713559,654.5254516601562,525.1782428741456
669.2490539550781,574.2651556753515,657.5897827148438,526.6483014424642
667.1120300292969,574.240078301815,656.2890625,524.0215747833251
671.6565856933594,572.1705890113597,655.8876342773438,523.2010655721028
678.4004211425781,574.4583522615991,657.3489990234375,520.2596127827962
673.5901184082031,576.7210284474833,654.6240844726562,524.3131404876709
663.1413269042969,567.2465657948784,651.6752319335938,516.3356006622314
663.265380859375,569.8708241922278,655.4966430664062,520.0487359364828
652.6484680175781,567.3093232816308,655.1038818359375,519.6610989888509
653.9915161132812,564.1549510902681,656.12646484375,516.2045514424642
643.2277526855469,575.0581607234179,650.5043334960938,526.029294204712
644.7827758789062,568.3002150171646,652.5697021484375,524.121654510498
649.7311096191406,571.1279299425215,652.58056640625,525.4275469462077
659.3235168457031,571.7952765249609,653.8323974609375,525.4641910552979
671.2576599121094,567.3084250107449,656.4886474609375,522.9685668945312
675.5997009277344,571.4981942774525,660.0083618164062,523.5271656036377
662.3623352050781,568.6591410942397,654.5450439453125,520.8508827209473
656.64990234375,568.2925449892007,651.4231567382812,517.785163752238
648.634033203125,570.7102734238988,651.3270874023438,518.9653018951416
653.1022338867188,568.7389114082358,649.3895263671875,517.1651036580404
680.2060241699219,569.5645332017649,657.4189453125,517.5619970957438
684.9049682617188,573.5189833787158,660.0665893554688,518.2708869934082
676.9635620117188,571.4112825951537,652.7000732421875,516.2641695658366
678.0995483398438,570.0100573696466,656.0939331054688,517.7038754781087
680.0402526855469,574.0284260614337,657.1539916992188,517.6892543792725
667.8116455078125,571.8617553710938,654.8538818359375,519.4643486022949
664.0928039550781,569.0283211625718,655.0599975585938,518.6712590535482
662.1187744140625,570.3519945915031,653.886474609375,526.2258616129558
653.9415283203125,569.8664740347265,656.4979248046875,528.3821720123291
651.0340270996094,569.6759198117057,657.0679321289062,523.7050186157227
661.349853515625,573.0289537010086,657.62939453125,527.57553024292
664.8608093261719,575.6526184082031,659.8247680664062,525.7932875315348
667.7402038574219,573.2745735359723,654.3154296875,523.4053269704183
665.7316589355469,570.5905878178588,658.697021484375,521.9884779612223
668.2836608886719,575.2687146710155,656.8402709960938,520.7999771118164
655.9730224609375,565.7908972099963,651.2727661132812,516.4794764200847
661.8203125,566.5413167204365,653.6463623046875,521.58952293396
646.4537353515625,570.783164191711,653.294677734375,526.1397953033447
647.7740783691406,567.9476717893127,651.5552978515625,520.1238807678222
646.2809448242188,569.7706890478107,649.7843627929688,526.1423853556315
647.5231323242188,569.0809797961732,654.9462280273438,528.4460777282715
650.2499084472656,566.4776737988825,649.8191528320312,522.292307027181
649.9162902832031,569.0888740730817,657.2764282226562,518.5062154134115
651.1613159179688,569.7651211624358,656.1325073242188,513.3661088307698
657.4567565917969,571.6534506285091,655.63427734375,518.1855176289877
655.5917663574219,570.1288412195062,656.588623046875,517.8148798624675
657.9128112792969,574.6649557554622,658.5759887695312,523.2402606964112
668.1525268554688,569.0196160021599,656.279541015625,521.2471009572347
660.7030029296875,572.430299041663,657.165283203125,520.0252606709798
661.12060546875,573.8273573851519,657.7059326171875,524.5008632659913
646.0661315917969,570.3424066315122,649.6756591796875,519.6003468831381
