rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_rostralmiddlefrontal
747.2659074832231,733.921162486588,714.7924299218967,701.5599890136718
743.7679166549291,734.4094235661715,713.3707128554385,695.9073815917968
742.9090575193748,735.1558722631103,712.124174198396,690.8116068950452
743.5004386901855,734.7433442864807,713.1718558503889,690.8920348478619
743.9234946813339,733.9479666124597,710.5995255362433,683.6432101279811
741.8943700545873,732.614301034821,711.4795774472526,680.0564855314556
741.2140021690956,731.7399113863835,709.0921350043523,666.7873055869654
741.7258998186161,732.8397669976362,711.2761147915656,676.7140651983964
743.5012077918419,734.6091628176972,712.9842802669415,693.8313424521998
742.5706669734075,732.8872122703192,711.2072649699886,691.7257620399877
743.4000344887758,734.7551806535844,710.1708334776885,690.1022302246093
743.7739554185134,732.2141569080271,708.8361672276668,692.7745726254112
742.1745478312174,731.8788517636802,708.064686912655,684.5299665912829
742.2317003103403,733.6450318430626,710.628445306004,686.7812880345394
741.1638011443309,733.4737334026288,710.0175911846288,686.9079307154606
742.5363297095665,732.0441569708959,710.4115897641742,684.5143361302426
740.362832191663,729.7873013868864,706.6562144751031,671.4644846705387
743.1865762563853,732.2651914670232,712.8554509537183,687.124017526727
741.7235882098859,734.3216476767872,710.817636155765,698.8022163471422
742.0841001852965,733.8013971025852,711.059167494002,695.2121363589638
741.8987013009878,731.5551611118563,707.287439993374,691.1505622944079
741.9043502807617,732.5039169900919,710.3873419581919,691.9908301423725
740.7384913517878,732.5819081318737,708.1795184014906,690.1810543020148
740.2979437021108,731.9682174486152,706.3178621617759,686.5798846114309
740.5528857891376,734.3330332219856,707.0875410600142,691.7267269094367
740.5897429050543,731.3674987007108,704.0068987319845,695.7929953484786
740.392397073599,731.2506313078393,704.9754648821846,695.9157606265419
740.3767315791204,731.4081677612828,704.9637660261268,694.185092837685
739.9222030639648,733.6686576876006,705.5168687773914,695.4429241622122
740.4967649410933,732.1435976478675,706.0071342789678,692.3936693693462
740.1009799272587,732.9081329214727,704.0114914583261,684.1334894762541
739.8662146543845,731.1770970422311,704.9377159237068,684.6284726434005
739.1429177308694,732.1804351151757,705.9467673967789,689.6099286209909
742.0253778115297,735.2352897414834,707.4450170681905,706.2078993626644
740.6519195361016,732.6377608008651,707.2255299773291,710.4886595394737
738.5935490926107,730.2198994517838,704.8332168342268,701.9404967619244
740.1262781192095,731.8055996219488,704.9593493002745,698.5161336477179
740.3723204197028,733.4195294687165,705.7310091344322,695.5771062911184
740.2184046231783,730.759705899611,704.0774538839471,691.2159279913651
738.8051401774088,730.8571470858201,702.8656466668039,683.3382764956825
740.8471958453839,731.8674659565283,703.1096879574253,686.2795399876645
