rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_rostralmiddlefrontal
572.900889078776,651.7728772163391,683.0190802680122,594.2669058135061
573.2398295084636,658.861741065979,682.5522630479601,608.3804654208096
559.1396321614583,634.5417394638062,681.4189241197374,593.452890107126
560.8051737467448,644.0531234741211,680.086306254069,596.0044250488281
560.9284647623698,643.0717206001282,676.541387769911,598.6679354580966
562.2888041178386,642.0821084976196,678.6308661566841,595.9190951260654
558.2168721516927,637.550754070282,684.4388656616211,601.9726423783736
560.4537943522135,635.735583782196,684.0591735839844,595.4101016882694
584.3775207519532,682.1482839584351,685.707275390625,628.5744055545691
563.1281656901042,666.3440375328064,685.2735375298394,607.2839309229995
568.5260843912761,682.8905448913574,678.3429099188911,616.7693009810014
560.3263854980469,653.9373435974121,680.6012810601128,594.2906577370384
567.8922770182292,657.8545165061951,680.7831980387369,617.9397786458334
564.066737874349,646.9461636543274,672.7593375311958,619.7977230187619
576.7273885091146,643.120044708252,673.3883056640625,617.5280807957505
566.2010904947916,643.9897313117981,672.4256117078993,629.0529896129261
571.828114827474,646.4004802703857,682.0951885647244,620.3005999940815
573.9102620442708,659.4901657104492,682.4267705281576,617.2380445075758
580.9058756510417,670.572865486145,677.8751686943901,621.3589764219341
573.7497355143229,668.1538972854614,681.0119128757053,617.6417957652699
560.670351155599,658.9247493743896,673.8996624416775,607.1795968720407
567.5421122233073,654.7253594398499,676.028192308214,599.9864122795336
564.6462259928386,654.8430652618408,683.998055352105,609.4799064867424
571.4157287597657,657.2851939201355,675.4623370700413,616.3682879823627
577.7279093424479,660.9278702735901,676.8817935519749,614.5949836499764
580.0738098144532,654.0025405883789,673.4717483520508,619.5648489287405
572.545664469401,653.2198300361633,677.1660342746311,619.562177253492
563.7517923990886,647.5209727287292,670.0281083848741,619.3041788736979
553.8323384602865,644.1512413024902,670.7986797756619,606.9343705610795
547.3299641927083,637.8516073226929,673.162969801161,601.4272923325047
542.0589721679687,640.579149723053,669.9747984144423,600.7871500651041
547.8341715494792,654.5094356536865,680.5188657972548,609.0740911310369
552.162353515625,653.0785779953003,686.073009914822,598.7755089962121
576.2834981282552,664.1296763420105,667.7997114393446,625.2490900213069
567.5679382324219,660.1244039535522,670.3857642279731,611.3345068729285
568.992246500651,651.8279886245728,670.3181830512153,607.7946425929214
558.0783996582031,642.8304748535156,670.2744199964735,613.8406085390034
559.5142211914062,643.5124139785767,668.8706453111437,604.6483644427675
547.7437032063802,642.139585018158,668.8594258626302,598.6733250473485
559.3158793131511,648.1303935050964,665.7446882459852,610.2456184156014
551.6104227701823,652.9171557426453,671.4207119411892,609.8439562248461
569.0792154947917,660.4927892684937,671.0981614854601,628.0440285422585
569.8217956542969,647.490957736969,668.3905902438694,623.5940357555043
569.7449910481771,645.3027868270874,668.6388456556532,618.1098364627723
574.6027303059896,653.6029577255249,673.3355992635092,620.2201787775213
573.3647135416667,659.1348929405212,673.9494883219401,634.1898849949692
574.8634358723958,652.0375852584839,670.8949610392252,630.2242884780421
567.1174377441406,648.4366493225098,667.7402195400662,623.9314519708806
562.5768208821614,641.9400854110718,665.7241202460395,617.0966732140744
560.4373229980469,647.7623205184937,666.8902698092991,607.7731498949455
559.2372924804688,651.7792549133301,669.3013263278538,596.7852672230114
560.9598592122396,648.9080948829651,673.0351520114475,603.418349757339
563.9246500651042,649.5293521881104,665.3288209703234,606.6826791474314
559.8928975423177,645.95716381073,666.0769882202148,608.3990866921165
574.8016764322916,657.9282784461975,668.6064478556315,609.2849000872988
573.056327311198,646.7477517127991,670.5418845282661,606.2588038589015
570.0084594726562,639.6398973464966,666.0900183783638,618.0744832356771
565.2915466308593,638.0028805732727,671.8495262993706,612.7985118519176
585.9379089355468,674.4502310752869,657.3168750339084,637.376991965554
550.6087341308594,633.7895159721375,657.8007850646973,600.1212056477865
531.6206095377604,627.252926826477,651.5678244696724,578.0064290364584
512.2940938313802,619.9608068466187,645.641682518853,577.6145481918797
528.5227030436198,620.1560101509094,658.9604064093696,587.1604623505564
