rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_rostralmiddlefrontal
619.2872589541154,672.0113196566537,622.3798088221985,629.8251414579504
602.2137118057466,665.5043784278785,611.0019907587847,628.3630480797462
590.1985114728901,663.7639387630448,606.1682674482087,625.009457257838
597.5923457615812,664.1923411464339,609.3493523248464,624.1995550417432
600.6607113690443,668.1863370663126,609.9062305672821,626.2187077142055
595.6714337845923,664.3422018241179,611.3929191098975,625.8624911838108
585.7547205535459,662.9599001275657,609.2330959987213,619.1451366150301
583.2369449239382,662.1926079218678,606.5220671284537,620.9123315748825
590.9221997328208,663.2709084824003,609.4267578581167,622.4325284272237
589.1464001292914,663.4111615283023,608.1218568719199,623.1218331530204
596.3906026490977,666.7577533792306,612.2154964338682,622.3158126531863
598.4086658316598,665.6914776453673,613.4241365395676,623.2657873614941
594.0735950738612,662.9447141978134,611.7715462768737,620.7556898328993
583.2583355970786,662.9156149550997,607.5233086327979,624.1359819399765
583.5674550231074,662.0254298136243,607.8532192988603,619.6817503287123
594.7720966607752,664.5994393324061,612.7111061905888,622.0416411356209
599.5381742665465,664.4605681359548,614.9842666603168,619.9450887044271
596.757529245296,667.5212971029247,609.5871200675565,623.3080153122447
597.6697280239051,665.843197755708,612.6173686439503,621.5665187461703
606.6808282556668,666.4531877243211,614.9229089027028,624.3246960608788
603.8262563356211,667.7494393098838,613.4040659632205,621.9794040256077
603.0497294681173,668.7530693251268,611.2578867183851,624.6255277745864
598.5690825556366,666.8980848023813,610.8957220741808,621.9209167879392
604.5857464427679,668.2596870225294,615.3108256387069,623.5969228308185
600.9776059002943,666.6445288851693,613.8264495439059,622.2803855347478
604.2510287862428,664.3408835998761,615.2200673649307,623.4995581932317
594.4204258448641,662.5970211240199,609.7814271752966,622.7112913443373
607.4347835057218,664.4145166601202,614.3881694525703,621.8328466477737
601.6228646291813,669.4353950753863,615.8772177931439,621.5243596095664
604.4286269067039,665.0405865771304,616.2280437201484,622.6951385697508
598.8521713471748,666.7336384115184,612.5304327310469,622.0854466257532
605.2803357621314,665.8596079921371,614.1145598863451,622.2367876838235
595.7267954651738,668.207688672956,612.1207593795252,622.9786767897263
604.1168928549323,664.9863635974616,612.5564368551622,621.5183356789981
593.4091564769476,666.7083928294727,610.4899186161423,621.4028814976512
593.4518110248405,664.4413127828788,607.2781674509091,622.6720608979268
582.7575326838963,663.7768436445962,606.7167861550735,621.5857212839563
598.5608157305651,663.6385456380809,612.0871144567013,622.3229553621579
593.9408960476727,667.8240301265928,612.5262066166854,622.0518904542612
605.6651170757455,666.8012992605512,612.8164968447835,621.5991827272901
610.9456660310987,671.7723457364579,613.9562428564234,623.3723180434283
611.4371565697899,669.2523402815815,613.8218810305289,623.2193796993081
593.2698482459699,666.6950773682541,611.3489795451029,623.1238295611213
597.461616408657,662.6453261709742,609.245331722881,622.1706925934436
589.9838291221942,666.4140206087119,608.4080063801354,622.2487170649509
597.5658081484513,663.8878624272082,610.5209372481958,620.268400503919
585.7815779565086,665.538011726858,608.4751247069582,620.9171948401756
593.0397865402866,665.1904433134297,609.8882432147883,621.23705516142
590.5342117094658,665.7715220996814,608.2671207262619,620.0497875338286
585.756289200044,665.7619091751831,604.585471616554,620.8232146618413
587.7686707402619,665.9457765698872,607.801154120977,620.1982555514068
583.2398417298223,664.1197734987604,606.6861539421594,620.3388524273641
587.465097776601,664.2995657269805,607.3132995240535,619.6216293035769
599.8194842271402,666.152502306273,610.2118879241259,622.4267374674479
605.7475347384601,666.3316902639241,609.6691859406384,622.1501051958869
600.9166016914476,667.1262881571076,609.9642655582171,623.3129459954555
597.5203085885921,666.6357277732934,609.3206398455017,620.4289175794015
605.4494366712973,664.8990610270482,612.5182002456734,622.4662114560994
602.74257864079,669.7342439208084,611.7060164150814,623.5056758706087
606.5688392746616,667.3545000702693,611.6656979958573,624.740398731107
593.3863080521704,667.5210785249942,608.8842629744868,624.5973049986596
589.6340725321165,664.1598741594715,605.9227687681737,619.6877485287735
593.7271354567837,666.3903756792695,606.9719611882094,623.2957669925066
603.055571865028,668.2115184600942,612.7132987576928,623.8014554291768
602.6062471631548,666.1734301577635,609.5224378098287,621.1730871262894
598.4622243961818,668.9447678006443,606.1468579302276,621.312152338963
607.7642489151216,667.7572809761301,612.3902357982413,623.4042918884676
585.840781198421,665.7250320040432,607.3743739562897,621.6815251369102
587.5540777931751,662.3730808835188,601.1819763639761,617.1998993119383
590.1604689477196,663.3322982506559,607.4347556988042,620.429445353988
598.4707196732642,667.5576336287045,609.5681928740132,622.6371944651884
600.0858788288815,665.6531949764689,608.957255821057,622.9841990751379
596.2379530785789,665.491953944808,602.0837055200597,621.6911876404207
585.5260882310464,666.2980096683291,600.8338915449978,621.108883327908
585.8406185096418,665.7835910698584,603.555654665458,620.8446908589282
589.0522196595098,664.9181550085765,606.0165712730054,622.2960211061963
593.174525945959,666.1399419017383,611.8221944173177,622.9160477382685
591.7206796995351,667.0536419069635,610.5253303197111,622.0603693544475
599.5738411486989,668.5120425065945,613.119330116808,623.3956105350669
597.4760353195835,667.6679214533845,608.1822823152414,622.253518696704
594.0003062503439,665.4634771030328,607.6296019048078,620.3642813489328
599.7349967419261,665.358643591624,610.3016640701636,621.3578134175219
594.7198686196771,665.5659823822359,609.8529861062453,619.9754193873188
602.4154312778527,666.1516768677209,612.3668392164291,621.3044020708869
600.174580318827,661.6510241744263,615.5895932686525,616.3362309075649
604.0398359701667,667.8828552921759,615.0581584753655,624.2123718261719
624.6588972924461,670.3014411503979,624.4524496446276,623.5384641161152
615.5429405964596,666.935101723759,623.3671227242736,620.8066368352354
598.5909542030012,663.1510321698065,609.3620247377587,622.4684779347937
585.8846349581867,662.3398937492793,602.7493269710798,621.3430999556398
592.2574394118618,661.2327737843418,605.4263673334734,617.9880008074193
603.2335273850132,664.9512973236422,606.0660476570529,625.4257856381485
594.7251567571935,665.3350776024851,608.6514154043612,620.8270568847656
584.9437079631107,663.4291325530443,607.2907862641886,621.8464606789981
589.3540664457939,661.2925480353437,603.3259342119476,618.4004765928181
591.9614077285981,663.532609214642,609.4472232470777,619.4133177115248
588.5733687709754,661.7477969912145,608.3822821145278,617.7364731333614
597.404755928147,664.2817873796414,610.2410742698407,624.587405734592
601.8899899334974,667.7662133924196,608.1390031891553,621.7207845052084
591.6525118115923,663.5097749717121,607.9456724158317,622.3890935361775
584.6874088770907,661.0444408008533,606.7151239278248,617.5959171469694
590.5551742768623,663.559866817235,610.0700638889375,619.8781676448249
602.0739529032103,668.6041162920175,612.6798742091887,621.6550711837469
600.0023756430182,665.686428506436,609.1922075531052,620.1422747443704
598.1543291118783,666.8502690501758,611.2074470919166,621.2778479881536
606.55810546875,665.3959167030025,612.3637292060795,622.7033563751021
599.5193853243976,665.734926793848,610.8865481891262,621.7246913535922
587.613774904063,661.1512962425767,604.3735579646044,618.8689252068015
585.0836147254621,662.6692205337581,608.0132118304927,619.1859733232486
593.5718467604946,665.6615164781408,612.0550361941214,618.8689563227634
601.7475343086351,669.4182200977283,615.7629826521481,625.3537013234655
605.6370488556338,670.7983475012973,615.4244084607682,623.3211454503677
595.2737875924984,665.3718786485961,608.1676434572502,623.4154302060994
598.6750309903857,666.2118132756644,610.8166371161627,623.7588686475567
605.9232014400858,672.7358975005766,613.0795663967617,626.0670690598831
604.0492790114712,671.4095531055408,614.535663006017,624.5520956999336
598.9700985760755,669.843718018479,610.5873731946731,624.1809056101282
594.103745366486,668.8824060869393,609.0353718801821,622.9076450322967
600.4888673164476,670.1184773462725,610.209445879242,624.0793614605673
603.524824545417,669.0642910777863,611.8229915693024,626.2002519595078
589.1292746100627,666.248906885126,608.5779233741475,624.3048492631102
585.1785658715477,667.2645276059084,608.0711189121765,622.1887899161943
598.7733932280205,668.8973232142599,611.8273752437757,627.0518170525046
602.8542583626761,670.6739033491409,613.9046736233972,627.4075656467014
594.4182369608275,669.4115524010465,611.9020212854862,624.1695405050041
601.1594569246533,669.2074283163486,614.5423361831004,624.153097115311
609.7958266567176,673.4580941851289,614.74674834977,625.7469151316126
611.3286283251265,671.8708232584034,617.7623036930557,625.6166252186096
599.2811268551249,669.8532675429904,612.4297519564094,623.8210315579682
594.4640659815828,666.182299061455,610.6744656185042,621.0201874776603
609.231972707829,667.501719569808,618.084880606476,625.1085855321946
602.4750385553065,670.0877456946566,617.7796043772333,624.7464100956138
606.6940995337258,668.7962113834395,614.9355555421746,622.1852075913373
