rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_rostralmiddlefrontal
727.549368051382,812.173139089561,882.918194452922,787.322350832495
719.017653245192,824.495726068336,873.397505283356,796.984289188196
724.164804311899,808.76754723974,878.820382118225,785.922400144067
720.109224759615,819.901575295322,880.094725290934,783.292399491414
728.357487605168,801.591490228492,882.613236109416,789.272454592261
735.288846529447,809.898922104433,879.729181289673,784.546452588374
724.569908728966,815.098789444889,878.604158878326,784.961187079401
725.717111440805,802.043401143637,879.002850532532,784.612766379177
723.85207425631,803.589764330761,882.161135991414,776.792046273109
724.190021221454,808.580295792545,881.811685880025,780.996699267095
742.109867976262,800.792109845633,879.519145965576,784.368648717899
732.740379920373,805.630762307041,882.780998547872,780.719027377591
732.780728853666,816.888677757907,887.330444018046,786.003809258489
725.797006460337,801.128829036851,865.618318557739,771.525251331896
676.624225323017,729.365781485316,849.418809572856,691.490782331712
592.316612830529,643.951932976045,804.517026106517,581.438578086324
511.398254394531,602.587063157415,757.880342006683,506.603426791654
488.865251981295,600.975697896567,758.793218612671,500.36715970181
478.497199425331,642.825917439288,780.933741331101,526.506145968296
506.014691866361,687.445294115917,795.711946964264,571.262531091671
522.143585205078,713.617072047957,812.163469632467,600.631963597666
535.704761211689,749.19191438606,822.574622472127,635.074914006904
556.328052227314,753.939161921122,834.958772023519,662.740404185682
560.185546875,753.944675675358,833.821630795797,663.198723519203
555.657674936148,759.291401690747,833.007384936015,672.732297538531
578.648169884315,745.542243681758,838.096987406413,674.248420790871
585.752671461839,757.069907314806,836.209376653036,673.895989899588
578.495549128606,759.297930246376,831.360944430033,679.853873073465
590.808729905349,748.887614422534,834.155035495758,676.316609599803
590.163851224459,748.389443271131,842.988162676493,692.64719504177
600.719989483173,766.05205600233,843.851768493652,696.887689873724
616.172414926382,752.077180058123,851.427211602529,700.419669425133
614.140855055589,760.111800228257,840.344858646393,700.039918049727
615.443861741286,757.227008130177,851.633361975352,707.164390035195
620.518784743089,757.922966279179,853.559128284454,696.920121750029
606.289616511418,763.023119823042,849.864617029826,701.138887915281
622.368032602164,753.011704042733,854.756501674652,714.269839749478
623.783160869892,755.364066618035,849.601027647654,704.974675395701
628.671039287861,767.511367981692,851.679701328278,704.982538959768
617.745873084435,755.824811452843,848.247372786204,707.698967961982
627.744347205529,758.848510006824,849.160095532735,712.068466035446
620.356712928185,755.125268407615,855.881463050842,716.485138241607
632.632577749399,760.467143231128,859.47759215037,717.614006420173
636.839280348558,758.535170221903,849.672310511271,715.612552453976
632.130014272837,752.754057734846,855.971018950144,713.64300083878
