rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_precentral,rh_volume_rostralmiddlefrontal
585.4420154759141,581.9158016251929,559.5406805605603,577.6282806396484,476.7885716135909
582.3703042952741,586.8553014684607,551.0257443473898,558.6147511800131,464.32466609303543
574.8329991825292,588.4049369906202,542.6470950559966,572.321034749349,457.1121967594798
578.8641720130795,586.8703357084298,552.9290465410137,553.4268646240234,457.4538235548066
589.2404930239818,592.2031415774499,559.8931037221503,559.2173411051432,467.6643025468035
591.9301731547371,594.651217236931,555.0008491313961,570.1934712727865,482.10464254239713
593.5523679139184,593.6443556797358,558.3639276895719,570.0622202555338,480.7647258479421
586.8551290543353,591.3847384982639,553.5063272313351,586.025380452474,474.6593453011862
579.8076846013304,593.5548502604166,546.8129524627775,562.9467468261719,463.8086246397437
580.7024818795626,590.8501933533469,541.6476219708833,570.2828826904297,459.9466217785347
578.948230180584,587.5609933358652,541.4461240160102,561.3161265055338,454.15243344190645
566.5666697767914,586.3713198061342,532.3483594121362,569.4749654134115,434.9760485393245
567.5712953161021,587.4271941008391,531.022063430322,561.7537740071615,434.21875074433115
575.4630797339267,585.6974310227382,537.901629117567,558.0499979654948,439.767396136028
574.7210702114418,580.5800623010706,537.0004566855239,575.5627593994141,443.13459703398917
563.4018957419473,580.0444155092592,529.1724202134542,572.8228912353516,438.1048632365901
560.6422863319272,581.851619767554,527.2524528765467,562.1401011149088,432.98863182998286
580.658432131908,585.2790338963638,540.7022318442273,567.2902628580729,447.0393006859756
575.751925984367,585.1909741060233,537.9726494217293,573.5733133951823,450.9604693156917
559.3977638619845,575.1378068335263,527.366455617199,561.4855346679688,446.12703611792585
553.183427904473,577.7089855052807,521.8076355759131,548.4998016357422,433.35895556938357
561.1066723182553,581.8021997522425,530.3652585734329,548.8380635579427,436.48341481278584
563.5580428076572,581.3042308666088,533.8039992222959,546.6674753824869,435.94507803568024
561.4845028236264,581.5994891884886,536.6152808551583,547.7379964192709,437.90503934534587
555.6751104886415,580.0738190074026,538.6065513603353,554.8145955403646,438.99409335997046
544.5006828933466,581.4496976122444,523.9478781328585,551.2082214355469,428.53074124964274
536.5370538430136,575.5087555308401,524.4690133675977,543.7734527587891,423.03032554068216
542.1482992953942,579.1330125596788,525.1891207259818,546.3600209554037,434.69123096000857
546.6014909587923,578.376131410952,532.9087834082127,549.8469899495443,439.7171351735185
551.1168813236425,584.2379926516686,533.9691723045821,557.0603535970052,451.1161692549543
549.6028688774734,583.0318158938561,541.0513262538143,562.5572611490885,469.74904465093846
548.4968807032851,578.0295003255209,538.8254363384752,556.1775716145834,463.70713210687404
538.3399496860192,570.5779449086131,536.3237571828615,548.8454030354818,456.42989256323835
540.4949268278529,569.4261534891011,529.9090849901673,546.7606709798177,448.67145891887384
539.2922009327373,565.2401691954813,519.8195186835861,531.1560312906901,440.5548017548352
548.7612814981429,565.6299751187548,533.5078498458488,555.5279083251953,455.70671155976083
539.2927906474129,566.934504756221,529.1201627093045,546.5959879557291,434.3006822539539
530.8549315655818,564.4841591163918,518.4884946035098,540.0799102783203,425.50374882395676
534.8902509095238,566.5800796320409,521.9236774238684,526.9449310302734,413.18199381014193
530.0646775042425,565.0265600887345,521.9686215805937,534.2053833007812,422.44936426674445
532.2219772338867,568.1257870521074,515.0773620605469,538.8702850341797,426.33924270257717
535.406036126809,568.9017974476756,518.6425422466305,541.3984680175781,414.5249618902439
532.8016949012631,569.6062776542004,517.214295901073,537.4233449300131,408.74429395722177
535.6806453016937,567.6085114655672,523.1930179015694,535.4260457356771,428.76591901081366
540.8714632128106,569.0779283311632,526.5186247072229,543.5574798583984,436.8658108594941
535.8451650650775,568.2569048846209,521.6212338792915,543.5656585693359,434.41850690143866
534.916811333328,564.1780636634355,521.9801456050855,539.4266204833984,439.28239775866996
546.6406776553295,568.137228883343,530.0431878536325,540.2834828694662,438.7513885498047
540.239001539887,570.7225812747155,527.9938354791673,538.2110341389974,447.61127788264577
541.7341905187388,569.6177164713541,532.8655015760128,552.8624979654948,461.90041704875665
536.4888949785076,571.2152853129822,527.4081596995944,540.5648905436198,456.8841783477039
524.7397394649317,568.0905693901909,518.7020290026604,541.3040415445963,437.9221143024724
533.5319121313877,566.8416137695312,518.8750048217174,526.4245961507162,439.3631521085413
547.9543371982262,570.4178681550203,532.3543966216591,543.8579305013021,452.7194801888815
531.4604172003073,568.2642875012057,518.0094567355978,550.1732686360677,447.7252267977087
529.3846465564164,568.3029325508777,515.6143729047991,528.0398763020834,435.6850984154678
535.5467713152776,568.0728149414062,517.9685846240761,525.2638244628906,447.08981844274007
537.5038207007236,562.624981538749,517.779254348051,538.8468475341797,450.8689359339272
533.7099595617076,553.6519029405382,516.1392784829931,531.7102457682291,445.9564949593893
533.7191739942207,555.4210676028405,512.1364203725409,536.9450174967448,440.2055972959937
534.5653851618532,557.0581084828318,511.92587918177674,537.2444610595703,445.1860280851038
531.2328566254163,559.9646082748601,514.1396136971755,538.8807576497396,435.50155974597465
519.7986511480613,553.521513008777,506.85981404582463,537.039296468099,418.15727903784773
515.5325533757444,557.2504788622444,503.8796064771778,527.7804005940756,406.47411178961033
513.3393148203365,554.4833652826003,499.6659435088782,525.9276936848959,400.57198240698835
511.6509533241147,555.388158350815,493.8058867599592,521.5218607584635,403.86609258884334
526.5005789584801,553.356618622203,507.7567026963763,516.4993031819662,397.80912334163014
541.3539831442911,564.8051433798707,523.730836608108,533.3141479492188,430.8663341243093
547.2280436031153,563.7435784987462,535.1180023103514,540.5741577148438,451.2933397990901
532.4575969508437,556.4673785927855,524.7357401450085,543.5587870279948,448.27630912966845
510.7224970332912,560.3104504243827,508.36397994980143,521.4420267740885,430.2455221036585
503.830068994741,560.7494431483892,501.60459577955373,516.5564575195312,425.8714547506193
502.7656418847256,556.7097887580777,494.1122244553196,515.9836781819662,432.17587689655585
500.33466839399495,548.9550246250483,492.5696058039342,513.8418477376302,430.70236019971895
500.6931194868244,556.6491443021798,491.29479782808284,500.6778920491536,427.84208716415776
515.4526731147141,559.131586898992,499.85269629241674,510.9965565999349,432.03214580256764
526.6904517001793,560.8917281539352,512.6806032070351,525.1615956624349,447.9176766000143
536.5507153370341,557.4821053964121,520.2820173119422,513.2206064860026,451.6769483612805
542.724184505275,560.979064564646,527.8236150769654,520.6044311523438,465.3246188280059
565.6172380291048,561.89724203981,541.3636141281952,541.2726084391276,482.23878702303256
562.8835775656778,598.2283027554736,534.0154034705345,556.1000315348307,509.0291413097847
559.5407335875465,592.4004991319445,532.3020962461522,543.8306020100912,516.9474543129526
543.0202140182745,592.9999683521412,512.9538321452941,538.6357981363932,495.62559174328317
535.1236442190702,593.6611049322435,511.53147684533417,540.3492584228516,497.5897306116616
525.7541347566198,591.8991793408806,502.90317398385747,532.8133951822916,479.95657906881195
521.275677039975,589.0887093249662,499.7608231983428,531.1793162027994,468.7142810356326
519.8814649738249,587.6930116253135,501.8250528472212,524.2130940755209,458.973722876572
511.4111973496734,581.6526839644821,501.5667920922157,508.7802988688151,461.46961714581744
521.3415019551262,580.9400084695699,508.64083592767685,503.7763264973958,466.30294911454365
529.7848303122598,577.9023279260706,520.6467525643151,513.6383158365885,471.89368308462747
525.6402983118276,575.7699012285398,521.1599094739021,512.1349029541016,468.94582794933785
517.7387082459496,575.3533133047598,515.6409789619782,517.3809509277344,467.04140044421683
516.8495577202468,576.4909053849585,516.0887625172983,513.447499593099,465.44253800554975
528.1250223878955,577.8198618947724,530.0769110053515,523.0213470458984,479.194012525605
537.6667893206487,588.5750250168788,536.1386163803265,528.9238433837891,506.34192899378337
549.1926467145075,589.2335660957996,547.5077103754255,539.9748331705729,498.9611857344465
532.2481726974737,586.5036180284288,531.1282795465262,537.5116831461588,483.71385713902913
510.8277431550573,585.9559378918307,512.338249154133,513.5739695231119,477.031631097561
508.7819035014168,582.1268129701967,511.7861535967976,501.7568868001302,468.6896295314882
509.93442097648244,583.7134727195457,511.86896848070256,513.980712890625,476.76908092963987
501.1058818629531,581.2630829987703,505.8865288012863,507.16132100423175,468.20578896127097
496.7433431656634,585.1300625271267,503.1823641970768,506.04515584309894,462.3650162859661
508.96700399430074,585.2318951642072,526.2779983954762,468.8414815266927,472.20790695562596
550.2338035458424,589.8667971764082,566.694219018339,503.7135467529297,498.91362334460746
536.0337494396773,579.1197445716386,537.9320525973304,527.4123077392578,493.3153920987757
521.3067120411357,571.4557457441165,537.4506116573195,496.47325642903644,461.5974258795017
513.7019268098425,568.5240259994695,536.3513063200556,509.1969451904297,481.06134256502474
491.78388114053695,567.9734564887153,524.4955250568783,502.41419474283856,480.6343915985852
487.0656900874904,566.8416416497878,512.5523425131247,485.52039591471356,484.98599801412445
496.028995576452,572.337257667824,523.2098883571756,499.2076670328776,483.7856475085747
495.4110167456455,575.0732030044368,516.634099404407,507.39817301432294,468.4827951570837
490.8964927548268,575.5894214017892,506.7497286061894,492.78204345703125,472.21807563595655
502.5441177868452,575.9848922917872,517.5446842332116,493.75001017252606,473.9950602461652
503.58627519451204,576.9039325478636,520.4922135851918,499.96616617838544,486.4615884176115
504.5113764278224,579.2173232090327,521.3810235979045,498.00994873046875,484.66658206102323
532.3626638944032,587.8312871485581,562.0151317472897,504.43446350097656,491.9965652837986
545.8083820030338,589.489530586902,565.0101191377499,539.2113342285156,512.5442862161776
542.2280005783331,590.7593146430122,565.7948795277424,525.0846761067709,504.68879327541447
544.7356338500977,587.3923565899885,570.7352485694174,515.1829630533854,504.2648806688262
527.1638791443871,591.9505762170862,555.5929369566134,525.3721669514974,507.58742579018195
512.4447227853243,587.2497392819251,544.6045916316788,537.296396891276,496.498984732279
505.9550757486312,584.9316835756655,536.5461721223751,530.3081512451172,482.54923825147677
502.25337869612895,585.7539797182436,532.8417410658667,522.0139363606771,479.99298319002474
499.4554768546683,587.8628800003617,533.5600243924995,527.9657694498698,481.76029000631195
498.5508255255027,587.7821922773196,527.9257382738227,513.4479827880859,479.36418002989234
506.8416187724129,586.6690873511044,534.8703614778677,521.8144683837891,472.2226823015911
511.85743250612353,587.3196900921104,538.3713308527144,508.9612223307292,475.01855022151295
512.7102200867699,592.0519574954186,537.2197738512692,532.426523844401,473.46168257550494
512.8162606661436,587.6715204686294,538.3957143377392,520.2596893310547,462.00104541313357
510.43712816082063,585.6991629894869,535.8753717514203,506.9177703857422,466.1181313119284
521.4812953511223,583.9374943485966,543.8064178676436,514.8509674072266,476.50528810082415
521.8267817262744,587.4262642566068,549.8461689148847,520.6640930175781,482.5478913842178
