rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_precentral
920.1692548963758,914.4695351966342,882.0898891715116,847.4039103190104
916.1027286105685,911.9962933762629,882.4912659164547,848.3548990885416
920.6751966688369,915.6529077515567,883.6819773119549,845.529052734375
920.3304144965277,916.0584680083999,882.6303353243096,844.3712972005209
919.8173689100478,915.0113429019326,882.5436619011931,840.2566731770834
918.2166429307725,918.4415131762512,882.2393917113311,843.4573974609375
919.3055752224392,914.2900734808212,882.3173050281613,850.2663981119791
920.5321278889974,917.2657323851621,883.4689437984496,844.5701497395834
919.169292195638,912.3714695980674,880.5507232429445,847.5986938476562
920.2289174397787,916.7556551596276,882.7178895462391,842.9337361653646
915.9131127251519,913.6281637320841,881.8753751059835,844.7730916341146
920.2578138563368,912.4589407784598,883.9743431860162,844.7411092122396
921.7166795518663,914.7351069629641,883.7737650080245,842.3269856770834
921.0316541883681,913.1634461825952,883.9464376286943,842.6482340494791
916.5149020724826,911.7586591907013,881.856351441376,847.2014770507812
918.0490715874566,913.784459623179,880.4930154963057,845.7315673828125
919.2838365342882,913.6447097663593,883.1669366407764,843.6488444010416
921.7222320556641,914.9445355637629,881.8383229810138,847.065673828125
918.674536810981,915.7366484448426,882.171932723171,844.5564371744791
922.5614179823134,915.2814867980499,884.24270237176,838.2522989908854
916.9411475287543,912.1439020830886,883.9609542491825,850.8179117838541
918.3942138671875,911.0852762093222,883.1572913827822,843.2684529622396
918.6506479899089,915.3225235329535,882.8942391329033,841.845947265625
920.7520714653863,911.7876697052691,882.7392518509266,844.2435913085938
924.2132781982422,912.2333507107613,883.1753720778828,844.3382161458334
923.0579264322917,913.3163585232613,882.256122535883,842.7312418619791
916.4077911376953,910.6936994280134,883.3692616544029,842.5177001953125
918.5394327799479,911.2878381255874,882.1201918491097,846.8352254231771
922.100340101454,912.2058435884634,883.6399167083031,840.17822265625
923.5675357394748,912.3126362965519,887.3821623099867,844.7722574869791
924.242542860243,912.2596366710233,887.3975081569465,842.7678833007812
918.7838256835937,915.9423534421992,882.8015129148498,845.8387451171875
919.0764919704861,916.2433467090578,882.8321411132813,848.2550659179688
920.3640445285373,910.6302921610667,881.8464260840601,846.6743570963541
921.8172017415365,907.8115271087876,882.6502267290456,842.5180257161459
921.2293446858724,910.30935278871,883.0198192980862,850.5195922851562
924.5550014919705,913.8244312257696,885.6060317874878,847.9853922526041
922.0710618760851,914.7906572155487,885.0069230900255,844.9029337565104
919.2535410563152,912.0320507996064,883.986720642563,847.9418538411459
