rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_precentral,rh_volume_rostralmiddlefrontal
631.4757923725223,666.5310622706558,642.5413623639007,623.2228698730469,613.8238807270545
612.8094690496272,656.0090054598721,613.6275412716083,612.4193115234375,598.3106251490935
608.2378415194424,650.8497545646899,612.3807899133483,612.7330017089844,598.40906390707
610.3456226695668,647.5549686316288,608.2071577613034,598.1544799804688,598.5805205134035
604.6192022906847,642.9332395611387,601.636657145486,588.8596496582031,593.0624860224833
602.1974623498838,645.6282774029356,604.2248699131296,592.4668273925781,598.7495277928942
642.0607234229726,660.7334946141099,655.5512441378921,609.8071594238281,600.7458286430999
641.5780016686306,666.2955322265625,635.1225383246123,615.3614196777344,609.8429814695402
629.8359783582451,656.8874557957505,633.1252231882579,620.6992797851562,606.2073317666091
627.4113802318731,650.5913520581795,616.6235785413144,607.4893493652344,598.6877061683713
633.3168396752728,658.8396366003788,614.642317928485,615.0960693359375,601.6305099370826
640.7230780735489,672.3648385712595,643.2472180039135,626.579833984375,617.4440333242635
633.7907572344315,658.882978034742,637.0426781497785,615.1760864257812,608.8836977427243
627.9390729163304,643.41660193241,613.1035116394954,603.9316101074219,597.0622018129772
625.3113360444377,653.5375504927201,608.4714527414806,605.7776794433594,599.4742531812828
628.6633493722962,654.0497427275686,610.0699947983471,610.6672668457031,605.5768651598282
629.5129134753519,652.4562581380209,617.2920961522344,613.8033447265625,610.5868751584119
632.4124470860505,650.4264729817709,619.1883500511966,606.6810302734375,608.945580635362
626.919235733915,647.534276788885,608.7862174190692,604.0467224121094,609.3488371172024
627.7621646597365,647.7425379897609,608.6578551335122,613.4880676269531,605.3732355714754
633.1189189311887,656.9511237866951,618.0950438086667,616.764892578125,610.3346497047949
635.0215736578318,655.7038981119791,631.9472718879358,612.8436889648438,611.758783704452
638.2686230367865,657.4881360603101,626.4168611213343,609.7249450683594,611.5583006880665
635.5161238741283,655.278085419626,624.7918372083066,623.8840637207031,611.6188585121213
638.7120344934385,659.6645970200047,633.3354746121079,629.8276977539062,610.0769641672382
635.2166529884023,650.0725892962831,628.1171028934308,619.3337707519531,608.8076994218899
637.587153285003,644.8420918782552,621.0034446146951,612.9491577148438,601.0585776758558
