rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_rostralmiddlefrontal,rh_volume_caudalmiddlefrontal
24.225919675267424,272.82194017442185,304.0689798158018,371.0605012410921,375.5913391113281
23.856722802836533,271.61140290250233,298.1425226166271,370.6391778981486,362.0055847167969
24.293313067507732,271.4706612026112,305.4908756333533,371.0151443229128,345.9172607421875
23.843545599605548,269.9872611202247,301.0933870349457,372.02201247870795,339.76300659179685
24.097656122846146,270.83573161672354,304.446490131994,372.33317891917056,341.2693115234375
23.873658728482162,272.14822651787995,303.97574652266087,371.90412537130084,350.88018798828125
24.16108759643118,271.06128851329316,297.70280410270954,369.86647850400084,360.17578125
23.94889814555543,273.0017717013356,301.58531137694655,369.0346161499818,364.4989807128906
23.966863878951383,272.32050200578635,306.8580109806136,371.5931868964703,353.09541015625
24.22383365749289,273.9161949558418,306.0224315338968,372.22262940376095,350.87831420898436
24.047358711705876,273.9171765127817,303.90855527813284,372.9279565573197,343.9061706542969
23.775076132119004,272.16062155745726,309.30644014796883,373.3518070038356,358.88067626953125
24.064195347294316,275.73016437592685,302.23013957093673,374.4514522303154,356.91835327148436
24.18103199203923,274.1613533253122,306.99206547610316,374.12051215417483,354.4898376464844
24.189427758434537,270.83133226359024,307.77094400098616,375.4675927502627,354.1798522949219
23.86791827899377,274.8094512523677,304.7746451308046,374.46736704994186,352.5540405273438
24.07152804636332,273.83904715243233,306.62966529994037,372.13777659914433,364.6986145019531
20.751934106663306,240.16797755779012,267.53251194431147,314.67930226363893,337.4648376464844
23.86518827356601,274.8670594543633,294.4749169062081,379.3242501306197,313.63535766601564
21.302175174472378,245.52302935847794,246.60202784322527,330.5757113144317,255.41138305664063
19.578394403034032,238.50788881245745,229.57182122410256,284.13420015229264,214.0996551513672
19.11408294958694,232.05165938192806,237.29400826850687,262.39868339818105,195.7815185546875
20.545134373775948,235.28033236138668,252.41447152313776,267.4715842539983,201.66637573242187
21.455818930379547,245.34453466252936,266.1065503889168,291.6445245938835,238.66941833496094
22.127022548748307,247.52085158758481,281.37917776549904,317.24998389760185,282.135693359375
23.197023887522416,258.6633801058958,285.41840753983485,336.7279059865682,305.7476013183594
23.697302469179157,261.49796352577226,296.98679884741927,350.9107717636153,329.3179016113281
23.531321931143136,263.53182768136435,302.3255316508244,360.52791034789294,328.6620361328125
23.762553336614552,266.4992132239278,294.7049337707368,363.75476825682824,339.570166015625
23.688890694190917,269.1051158874693,298.65924816460125,363.9379835787613,341.5870727539062
23.700523723144062,271.45365681561384,298.4199137371912,363.19914568034704,334.61932983398435
23.761995150723827,268.9224566228496,301.0227990992025,360.03205002709615,329.397021484375
23.69414165325567,268.6577565526406,292.6851634536963,359.2854627210484,320.9139892578125
23.43501650187069,269.0260831458877,294.4536411920705,347.9832268356536,324.724755859375
24.45209424020697,269.27605063365456,305.7409450580665,366.98405195790366,342.44141845703126
23.468283963171352,267.97754572414556,295.77759692509755,364.0137699771959,329.9993408203125
23.485464919378348,265.4120895736358,302.45759340732155,360.4250750839634,331.200634765625
23.872200366332585,270.31836651797835,300.9707174154574,359.96313878776806,337.0402465820313
24.033044918061446,271.91643254468255,306.2138025713074,362.1950414256494,337.74835815429685
23.69914666799497,267.3867330658307,308.7167564287512,363.01721925381713,337.7372314453125
22.535575217086564,266.0771125336363,292.32213593595924,337.42109992174977,335.093359375
23.813022411600357,250.5110769023879,275.47953435885915,353.78163044685914,313.85438232421876
24.22784746391216,292.22481641928124,316.0730346271874,364.0522001292616,338.42592163085936
23.7968579011457,272.1503277695665,299.6636451225627,364.5046568551498,333.7348937988281
23.757189480404293,270.09987649349864,299.3608517519436,363.2076330337385,346.8108215332031
