rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_precentral,rh_volume_rostralmiddlefrontal
711.1963790299056,677.210971239931,720.7371873364007,549.9558929443359,574.3253118238484
702.3832282524604,677.8142461362092,708.7227505374578,536.7054504394531,577.871907854612
716.5483691723316,670.2500155431143,718.814935936803,562.650259399414,562.5222105572215
691.4765561586851,676.0946279964091,699.5780711525683,537.3565979003906,577.5085226860189
697.4910516119622,672.2596833602241,703.3732751397081,532.6355712890625,564.5925646927277
687.7703805898691,675.9570339037025,701.8019499933786,534.3913299560547,569.4579249952806
692.5216345848975,669.5625125103115,701.6411306818358,521.9217132568359,561.6642726061513
699.7981258243709,668.8713943765771,706.3360963075716,548.8756256103516,562.6268657698507
699.3166713962307,676.8173627201814,707.2407335467418,544.1643890380859,572.9500989949393
714.4259512765067,672.4271956734035,715.4524535164769,550.3110504150391,556.7059632482138
687.671228978541,674.6464017311239,708.9348758754987,553.7982666015625,569.7040567504429
700.1148106958959,669.6137816624612,704.8415156340997,537.3699737548828,563.6093719368973
705.8161450670912,674.5352013629416,716.7681687768729,551.807080078125,565.5918082198245
698.7775823419744,674.3395969556725,703.6143437263797,534.4959167480469,572.83037626699
701.8681478128805,665.7138592263926,708.2374525319764,531.2484924316407,545.9042453694964
683.2673538009842,671.2312273297991,698.5837382982876,514.0501739501954,560.376308852412
715.3247886756798,664.698652374078,695.8590604099936,494.8658447265625,543.9235732067916
686.240344555347,672.7696241295856,699.3330394433284,505.7140411376953,553.1958669215774
701.6053482650162,669.2182863602727,698.0637098126332,505.3598876953125,552.3652147484535
705.7390322994876,666.4233337781444,706.4043636942174,533.3966064453125,549.7887240838827
687.814904547357,670.2881151282269,702.3186860655528,514.5403717041015,569.8314374618814
690.9805539614194,669.9218632478892,706.0997959896272,532.3376342773438,569.4236637384918
699.8491734095982,668.3786666585792,698.6145252103753,527.7979888916016,562.2949396863746
673.9380540723924,668.326557040955,693.4043335880579,503.45859375,574.7466116412421
697.1050141569856,662.8921762786297,697.725934288031,519.3718200683594,555.8141100575046
677.4499345259233,667.9387210822254,687.5830659677262,501.8036254882812,566.6265877082002
685.1980424360795,666.4527894961908,688.4266209311187,483.2923309326172,561.5214392225981
695.9614741337764,665.6849581321574,707.2978994564628,532.6262420654297,560.735944556481
