rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_precentral,rh_volume_rostralmiddlefrontal
747.8309438420438,712.8326438903808,747.8561681798986,641.3932037353516,681.8689591580589
748.1219643779185,712.8936538696289,746.2717126794763,614.5302810668945,682.342393913525
748.241086762527,694.4094131469726,746.8202389278928,629.2700653076172,678.585782044686
745.4916557224318,695.3780166625977,744.6088078679265,650.6595993041992,674.7058658471843
743.538257116559,691.3241416931153,743.5479566419447,671.4175338745117,664.4651821059668
745.4059918283046,661.367509841919,746.563998330606,642.6275024414062,631.3741545197148
746.3725108881106,668.4157848358154,744.22705078125,585.4531135559082,646.2480870189282
747.3174073668732,687.7530990600586,746.4000217747044,597.6404609680176,662.9667096234008
745.1575878625629,663.5178405761719,745.0108043773754,633.3218803405762,657.8513609610948
744.5910055226293,649.0862056732178,745.0920179212416,670.5443878173828,636.754763199979
741.8867966224408,638.1170150756836,743.4765301678632,649.4253959655762,608.4054024715551
742.7354546908674,641.7641704559326,745.1101270521009,645.7858390808105,599.3567635965027
745.7980697456447,647.9961414337158,746.2467791583088,633.3306274414062,602.356252990313
743.5421802038434,640.3097537994385,743.5975074561867,641.2874298095703,600.0083089738885
745.5467431079383,652.8965278625489,745.1661205394848,620.696741104126,613.094830199376
748.1452868231412,670.8119579315186,746.6507357210726,651.0037002563477,625.6777626396025
747.4119297772988,670.4760536193847,746.5289765229096,646.1889953613281,612.7004310556706
747.6996158292924,669.0811897277832,744.4069662558065,640.5205497741699,610.8560358853948
749.7422976439027,670.6378574371338,747.1055982435072,652.2279205322266,615.6117430821362
748.0759403623383,678.2606834411621,746.0716904098923,640.7048683166504,618.4677574618551
748.6624854076867,671.975361251831,745.0052726127005,658.089771270752,615.3928980475304
747.2069589899875,673.6163398742676,744.0594246529245,629.9498443603516,614.1156769822908
746.8905408135776,678.6084327697754,744.1563700907939,655.5436706542969,622.2807850677696
748.1227795831088,675.5141788482666,745.8700101285367,663.0166244506836,613.0641102630821
748.937866912491,673.9492504119874,744.5539262101457,643.7590484619141,617.563679125485
750.9445856905531,645.2978656768798,745.6266289788324,646.435173034668,604.5648324441589
749.230310900458,666.4939590454102,743.5899334881757,636.3594970703125,636.2922398099963
747.974607971893,682.9984657287598,744.7735798603779,672.4255104064941,627.5249533429242
748.7660978470725,700.1987922668457,747.8488470953864,651.6888465881348,643.8221746867135
745.7551886898348,681.094743347168,745.1734525113493,646.7578773498535,627.1368649885959
743.0092310412176,666.0582572937012,744.5268002071896,644.9184341430664,628.770949395711
746.3152809581537,664.3784927368164,745.9531927985114,631.9104690551758,627.5630986770527
745.9708967537715,681.6577171325683,745.2332390862542,642.2013740539551,625.0959478800729
745.6776361575072,672.3169227600098,744.6317234348606,649.70947265625,614.9854754761561
745.2509435894846,661.3535060882568,744.9954372096706,638.7020416259766,612.9832452351615
746.1248042665679,662.9584949493408,744.8091857910156,649.5944404602051,606.4318358146104
747.0747505275682,676.3443687438964,746.0199657543285,633.8378257751465,621.3525140749529
746.981462851338,689.2983711242675,744.0524593868771,643.2315979003906,627.7226603463192
747.1536282944953,699.8747978210449,744.2585891311234,641.4546699523926,634.8881960875236
749.3475804822199,694.6659378051758,745.553637035473,648.3398056030273,618.9785305765652
747.0374194616559,695.7175559997559,745.4861085633974,633.2051429748535,629.7660450775352
748.6941184559088,694.0071647644043,744.4679393871411,650.8587875366211,627.3645754820549
750.9943405677533,689.8228149414062,746.95837055928,653.9397354125977,633.108891839149
748.1324329595457,692.9284828186035,745.6253257957665,634.2157287597656,626.0684707948825
747.044973088407,692.3625625610351,745.5943425358953,661.9775657653809,635.3180638255689
749.0361608746408,699.775611114502,744.8074753220017,636.6174049377441,630.6243597453073
751.2835784561332,706.4403594970703,747.7244482091955,647.0096778869629,628.1223883916867
749.3434820065553,705.8605278015136,745.8268018567884,638.7303009033203,634.2700584462825
747.9833310883621,696.8629531860352,745.1754747545397,648.3055038452148,633.944943626455
748.65513593301,694.9663612365723,746.5065495671453,648.1481704711914,630.4271295534685
747.7902256757363,695.9950782775879,744.2109337059227,643.0369682312012,633.6222845499948
746.052699297324,701.577523803711,744.4261152937605,653.231258392334,641.0985052121565
750.4777179586476,693.8369758605957,745.9402391588366,641.1349906921387,634.7869127516778
747.7799479166666,685.3796371459961,745.213426249736,660.1219024658203,634.9548825257576
747.4864964978449,678.9666885375976,745.7241100414379,634.5700492858887,629.2377581500367
750.1715684211117,679.2765625,746.1197750607053,658.8755950927734,633.5719844126861
747.4156248596893,680.2448913574219,745.4407919394004,642.7009239196777,645.1699249472395
749.4700738314924,690.8178436279297,748.4483180690456,651.4506721496582,643.9799558908347
745.4166350967582,678.7388023376465,745.1734957308382,653.9017105102539,619.1252322612993
747.2424014738236,681.0822937011719,745.4832529428843,646.9511184692383,630.9794174296744
747.6530333771103,681.6802452087402,745.5064768198374,635.2489280700684,623.3206168565174
747.3128577922953,685.3375587463379,745.4678973223712,661.0520172119141,627.2068940233064
748.2138117647719,687.3748016357422,746.8476475071262,645.1814231872559,625.9510612743813
745.7953449117726,682.2383438110352,745.0149936985325,660.3097801208496,617.6964232169541
747.5076237821031,676.5318897247314,745.3823375805005,647.4268035888672,617.0850948871382
745.2760970893947,669.5819091796875,743.6917962151605,655.1230354309082,622.3653664812946
750.2221125460219,671.089298248291,747.4004935599662,638.0598526000977,618.310349842046
744.3865763346354,663.4173191070556,743.7040382179053,657.8414344787598,618.2053353738464
747.3695391073994,672.1163314819336,745.9931544948269,639.0003089904785,623.610190986787
749.2258953226024,675.8386470794678,746.2862738531988,659.0726852416992,614.7444656679294
748.4935765759699,672.1275215148926,746.2433618493982,649.8017463684082,612.0486233090394
744.6869899705908,666.1801391601563,743.9380795040646,655.9695625305176,613.5925954524303
749.073414769666,665.9204116821289,746.3710564690667,633.3594551086426,608.8870454314571
745.1128827676006,667.0327537536621,743.100064169394,662.3804588317871,612.258944517814
748.1728171863775,672.579573059082,747.4444556983741,644.5834350585938,613.6891823583002
745.6321418148348,667.772424697876,745.1396525614971,659.8971710205078,604.8158151511378
746.5022583007812,669.7435104370118,744.0350750897381,646.4219589233398,614.9118367649564
